HTTP_SYSTEM_ERROR,activeConnections,activeThreads,clients,cpu,deadLockThreads,fileDescriptors,free_disk_space,gc,http2xxNum,http4xxNum,http5xxNum,httpHitsRate,httpMeanTimes,httpSessions,httpSessionsMeanAge,httpSystemErrors,http_Cpu_Time_Sum,http_Durations_Sum,http_Error_Hits,http_Gobal_Hits,loadedClassesCount,runningThreads,systemLoad,threadCount,tomcatBusyThreads,tomcatBytesReceived,tomcatBytesSent,usedConnections,usedMemory,usedNonHeapMemory,usedPhysicalMemorySize,usedSwapSpaceSize
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(3.5-5.5]\'','\'(23.5-73]\'','\'(2.5-3.5]\'','\'All\'','\'(107.5-137.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(430.5-435.5]\'','\'(393.5-443.5]\'','\'(397.5-inf)\'','\'(1808-inf)\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(7.5-12.5]\'','\'(0.375-inf)\'','\'(93.5-inf)\'','\'(2.5-4.5]\'','\'All\'','\'(9160985-inf)\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(23.5-73]\'','\'(1.5-2.5]\'','\'All\'','\'(107.5-137.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(430.5-435.5]\'','\'(443.5-inf)\'','\'(218.5-397.5]\'','\'(1808-inf)\'','\'(-inf-10.5]\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(93.5-inf)\'','\'(-2-0.5]\'','\'All\'','\'(9160985-inf)\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(23.5-73]\'','\'(1.5-2.5]\'','\'All\'','\'(107.5-137.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(430.5-435.5]\'','\'(443.5-inf)\'','\'(-inf-14.5]\'','\'(1808-inf)\'','\'(10.5-13.5]\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(0.055-0.105]\'','\'(93.5-inf)\'','\'(-2-0.5]\'','\'All\'','\'(8424335-9160985]\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(0.5-1.5]\'','\'(0.5-1.5]\'','\'(23.5-73]\'','\'(1.5-2.5]\'','\'All\'','\'(107.5-137.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(430.5-435.5]\'','\'(443.5-inf)\'','\'(14.5-73.5]\'','\'(1808-inf)\'','\'(10.5-13.5]\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(0.055-0.105]\'','\'(93.5-inf)\'','\'(0.5-1.5]\'','\'All\'','\'(8424335-9160985]\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(23.5-73]\'','\'(1.5-2.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(430.5-435.5]\'','\'(443.5-inf)\'','\'(-inf-14.5]\'','\'(1808-inf)\'','\'(10.5-13.5]\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(0.055-0.105]\'','\'(93.5-inf)\'','\'(0.5-1.5]\'','\'All\'','\'(7886745-8424335]\'','\'(16-21.5]\'','\'(195209000-229071000]\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(0.5-23.5]\'','\'(1.5-2.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(430.5-435.5]\'','\'(443.5-inf)\'','\'(14.5-73.5]\'','\'(1808-inf)\'','\'(10.5-13.5]\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(0.375-inf)\'','\'(93.5-inf)\'','\'(0.5-1.5]\'','\'All\'','\'(8424335-9160985]\'','\'(16-21.5]\'','\'(195209000-229071000]\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(1.5-2.5]\'','\'(0.5-23.5]\'','\'(0.5-1.5]\'','\'All\'','\'(85.5-107.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(430.5-435.5]\'','\'(334.5-393.5]\'','\'(218.5-397.5]\'','\'(1808-inf)\'','\'(10.5-13.5]\'','\'(0.264552-0.474513]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(0.205-0.375]\'','\'(93.5-inf)\'','\'(2.5-4.5]\'','\'All\'','\'(8424335-9160985]\'','\'(16-21.5]\'','\'(195209000-229071000]\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'All\'','\'(76.5-85.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(0.5-233.5]\'','\'(218.5-397.5]\'','\'(1808-inf)\'','\'(13.5-14.5]\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(196.5-427.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(0.105-0.205]\'','\'(93.5-inf)\'','\'(-2-0.5]\'','\'All\'','\'(8424335-9160985]\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(0.5-233.5]\'','\'(-inf-14.5]\'','\'(1808-inf)\'','\'(13.5-14.5]\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(0.005-0.055]\'','\'(77.5-93.5]\'','\'(-2-0.5]\'','\'All\'','\'(192.5-4993965]\'','\'(16-21.5]\'','\'(195209000-229071000]\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-14.5]\'','\'(1808-inf)\'','\'(14.5-15.5]\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(0.005-0.055]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(192.5-4993965]\'','\'(16-21.5]\'','\'(195209000-229071000]\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(0.5-233.5]\'','\'(130.5-218.5]\'','\'(1808-inf)\'','\'(15.5-18.5]\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(0.005-0.055]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(192.5-4993965]\'','\'(16-21.5]\'','\'(195209000-229071000]\'','\'(61559050-62970400]\'','\'(1746215000-1822980000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(130.5-218.5]\'','\'(1808-inf)\'','\'(15.5-18.5]\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(192.5-4993965]\'','\'(16-21.5]\'','\'(195209000-229071000]\'','\'(61559050-62970400]\'','\'(1746215000-1822980000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(130.5-218.5]\'','\'(1808-inf)\'','\'(15.5-18.5]\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(192.5-4993965]\'','\'(16-21.5]\'','\'(195209000-229071000]\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(130.5-218.5]\'','\'(1808-inf)\'','\'(15.5-18.5]\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(192.5-4993965]\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1746215000-1822980000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(130.5-218.5]\'','\'(1808-inf)\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(192.5-4993965]\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1746215000-1822980000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(130.5-218.5]\'','\'(1808-inf)\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(192.5-4993965]\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1746215000-1822980000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(130.5-218.5]\'','\'(1808-inf)\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(192.5-4993965]\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1746215000-1822980000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(0.5-233.5]\'','\'(-inf-14.5]\'','\'(1808-inf)\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(192.5-4993965]\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1746215000-1822980000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-14.5]\'','\'(1808-inf)\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(-inf-192.5]\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1746215000-1822980000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-14.5]\'','\'(1808-inf)\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(-inf-192.5]\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1746215000-1822980000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-14.5]\'','\'(1808-inf)\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(-inf-192.5]\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1746215000-1822980000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-14.5]\'','\'(1808-inf)\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(-inf-192.5]\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1746215000-1822980000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-14.5]\'','\'(1582-1808]\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(-inf-192.5]\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1746215000-1822980000]\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-14.5]\'','\'(1582-1808]\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(-inf-192.5]\'','\'(16-21.5]\'','\'(195209000-229071000]\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-14.5]\'','\'(919.5-1582]\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(-inf-192.5]\'','\'(16-21.5]\'','\'(195209000-229071000]\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-14.5]\'','\'(919.5-1582]\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(-inf-192.5]\'','\'(16-21.5]\'','\'(195209000-229071000]\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-14.5]\'','\'(919.5-1582]\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(-inf-192.5]\'','\'(16-21.5]\'','\'(195209000-229071000]\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-14.5]\'','\'(919.5-1582]\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(-inf-192.5]\'','\'(16-21.5]\'','\'(195209000-229071000]\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-14.5]\'','\'(241-675.5]\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(-inf-192.5]\'','\'(16-21.5]\'','\'(195209000-229071000]\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-14.5]\'','\'(241-675.5]\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(-inf-192.5]\'','\'(16-21.5]\'','\'(195209000-229071000]\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
'\'(2.5-3.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-76.5]\'','\'(27295050000-27338700000]\'','\'(-inf-0.5]\'','\'(101320.5-136584.5]\'','\'(6.5-7.5]\'','\'(435.5-inf)\'','\'(-inf-0.5]\'','\'(-inf-14.5]\'','\'(-inf-241]\'','\'(18.5-inf)\'','\'(-inf-0.063775]\'','\'(1-2.5]\'','\'All\'','\'(427.5-430.5]\'','\'(101327.5-136591.5]\'','\'(8081.5-8083]\'','\'(4.5-7.5]\'','\'(-inf-0.005]\'','\'(-inf-25.5]\'','\'(-2-0.5]\'','\'All\'','\'(-inf-192.5]\'','\'(16-21.5]\'','\'(229071000-inf)\'','\'(61559050-62970400]\'','\'(1822980000-inf)\'','\'All\''
