ID,地区统一编码,产品名称,煤种编码,品种编码,煤炭用途编码,灰份,挥发分,硫份,发热量,粘结指数,水份,粒度,胶质层厚度,哈氏可磨指数,奥亚膨胀度,价格单位,数据周期编码,数据来源编码,数据时间,低位价格,高位价格
1862464,蒲县,肥煤,肥煤,原煤,炼焦煤,"[15,19)","[27,36)","[0.5,0.5)",,"[90,90)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,300.00,330.00
1862468,河津市,瘦煤,瘦煤,原煤,炼焦煤,"[12,12)","[17,17)","[0.8,0.8)",,"[50,60)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,680.00,685.00
1862469,平陆县,瘦煤,瘦煤,原煤,炼焦煤,"[26,26)","[18,18)","[1.8,2)","[4600,4600)","[35,35)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,345.00,370.00
1862479,华亭县,长焰煤,长焰煤,原煤,动力煤,"[13,19)","[29,36)","[0.4,0.6)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,365.00,390.00
1862489,贵阳市,无烟煤,无烟煤,原煤,化工用煤,"[30,30)","[8,10)","[3,3)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,450.00,470.00
1862732,黄陵县,动力煤,一般烟煤,原煤,动力煤,"[26,32)","[32,32)","[0.5,0.5)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,250.00,280.00
1863298,盂县,贫煤,贫煤,原煤,动力煤,"[20,23)","[11,13)","[0.5,0.7)","[5800,5800)","[10,10)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,340.00,360.00
1863299,平定县,贫煤,贫煤,原煤,动力煤,"[18,20)","[10,13)","[1,1)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,340.00,350.00
1863301,潞城市,贫煤,贫煤,原煤,动力煤,"[17,17)","[14,14)","[2,2)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,300.00,310.00
1863302,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[23,23)","[16.92,16.92)","[0.3,0.3)","[5300,5800)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,345.00,365.00
1863303,长治市,瘦煤,瘦煤,原煤,炼焦煤,"[17,17)","[11,14)","[2,2)","[5800,5800)","[38,38)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,330.00,350.00
1863304,屯留县,贫瘦煤,贫瘦煤,原煤,动力煤,"[14,18)","[14,17)","[0.35,0.35)","[5500,6000)","[18,18)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,355.00,375.00
1863305,长治郊区,瘦煤,瘦煤,原煤,炼焦煤,"[22,22)","[16,16)","[0.3,0.3)","[5500,5500)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,340.00,370.00
1863306,襄垣县,瘦煤,瘦煤,原煤,炼焦煤,"[18,20)","[13,18)","[0.6,0.6)","[5800,5800)","[30,30)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,345.00,370.00
1863307,沁源县,焦煤,焦煤,原煤,炼焦煤,"[21,23)","[17,19)","[0.5,0.5)",,"[75,80)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,410.00,430.00
1863308,华亭县,长焰煤,长焰煤,原煤,动力煤,"[13,19)","[29,36)","[0.4,0.6)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,365.00,390.00
1863318,贵阳市,无烟煤,无烟煤,原煤,化工用煤,"[30,30)","[8,10)","[3,3)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/30,450.00,470.00
1863572,宜宾市,烟煤,一般烟煤,原煤,动力煤,"[21,31)","[17,17)","[1.5,1.5)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,390.00,400.00
1863583,乌鲁木齐市,长焰煤,长焰煤,原煤,动力煤,"[18,20)","[44.8,44.8)","[0.8,0.8)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/4/27,155.00,170.00
1864203,海拉尔区,褐煤,褐煤,原煤,动力煤,"[17,17)","[46,46)","[0.6,0.6)","[4200,4700)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,135.00,155.00
1864223,滕州市,烟煤,一般烟煤,原煤,动力煤,"[15,15)","[36,36)","[0.8,0.8)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,485.00,500.00
1864263,东胜区,原煤,一般烟煤,原煤,动力煤,"[20,20)","[33,36)","[0.5,0.8)","[5200,5200)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/23,170.00,190.00
1864270,海拉尔区,褐煤,褐煤,原煤,动力煤,"[17,17)","[46,46)","[0.6,0.6)","[4200,4700)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/23,135.00,155.00
1865050,鹤岗市,气煤,气煤,原煤,炼焦煤,"[18,28)","[37.6,37.6)","[0.6,0.6)",,"[51,51)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/23,490.00,510.00
1866710,贵阳市,无烟煤,无烟煤,原煤,化工用煤,"[30,30)","[8,10)","[3,3)","[5000,5000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,460.00,480.00
1866735,张家口市,烟煤,一般烟煤,原煤,动力煤,"[23,25)","[16.4,16.4)","[0.8,0.8)","[4500,4500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/9,305.00,320.00
1866819,怀仁县,气煤,气煤,原煤,炼焦煤,"[28,28)","[32,34)","[1,1)","[4800,5300)","[35,35)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,200.00,220.00
1866820,平鲁区,气煤,气煤,原煤,炼焦煤,"[21,27)","[35,37)","[0.8,1)","[4800,5300)","[21,21)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,215.00,235.00
1866821,右玉县,气煤,气煤,原煤,炼焦煤,"[18,20)","[36,38)","[1.1,1.5)","[5500,6000)","[21,21)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,260.00,280.00
1866822,山阴县,气煤,气煤,原煤,炼焦煤,"[16,18)","[36,38)","[1.2,1.3)","[5800,6300)","[25,25)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,330.00,350.00
1866823,河曲县,长焰煤,一般烟煤,原煤,动力煤,"[20,25)","[37,39)","[1.2,1.8)","[6100,6100)","[15,15)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,250.00,260.00
1866824,保德县,气煤,气煤,原煤,炼焦煤,"[20,25)","[31,35)","[1,1.2)","[6100,6100)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,285.00,295.00
1866825,宁武县,气煤,气煤,原煤,炼焦煤,"[16,24)","[32,36)","[1.8,1.8)","[5300,5300)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,230.00,250.00
1866826,宁武县,1/3焦煤,1/3焦煤,原煤,炼焦煤,"[15,18)","[30,36)","[1,1.5)",,"[65,70)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,410.00,430.00
1866827,静乐县,气煤,气煤,原煤,炼焦煤,"[18,23)","[32,38)","[1.5,1.5)","[5500,5500)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,245.00,265.00
1866828,古交市,8号焦煤,焦煤,原煤,炼焦煤,"[25,25)","[16,22)","[1.3,1.3)",,"[60,65)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,465.00,480.00
1866829,古交市,2号焦煤,焦煤,原煤,炼焦煤,"[20,23)","[20,26)","[0.9,0.9)",,"[65,70)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,525.00,540.00
1866830,灵石县,2号肥煤,肥煤,原煤,炼焦煤,"[15,17)","[30,36)","[0.6,0.6)",,"[90,95)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,420.00,440.00
1866832,平遥县,焦煤,焦煤,原煤,炼焦煤,"[21,21)","[22,22)","[2.1,2.1)",,"[70,70)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,365.00,380.00
1866833,和顺县,贫煤,贫煤,原煤,动力煤,"[18,18)","[13,13)","[1.8,1.8)","[5800,5800)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,275.00,295.00
1866834,介休市,瘦煤,瘦煤,原煤,炼焦煤,"[27,27)","[18,18)","[2.2,2.2)","[5300,5300)","[5,15)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,305.00,315.00
1866836,榆次区,贫煤,贫煤,原煤,动力煤,"[20,20)","[13,13)","[1.2,1.2)","[6000,6000)",,,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,310.00,330.00
1866837,柳林县,4号焦煤,焦煤,原煤,炼焦煤,"[15,18)","[19,21)","[0.4,0.6)",,"[75,80)",,,,,,元/吨,周度,中国煤炭市场网,2015/3/16,445.00,465.00
